Start Date,11/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Day Option Price Bid,EOD_OPTION_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.05,0.05,0.05,0.40000001,0.85000002,0.89999998,0.89999998,0.89999998,0.89999998,0.89999998,0.89999998,0.89999998,0.75,1.10000002,1.10000002,1.10000002,0.89999998,0.89999998,1.70000005,0.2,0.2,0.30000001,0.05,0.1,0.1,1.35000002,1.10000002,0.05,0.05,0.1,0.05,0.5,0.1,0.1,0.1,0.1,0.1,0.25,0.1,0.40000001,0.44999999,0.34999999,0.15000001,0.1,0.25,1,1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.75,0.85000002,0.2,1.29999995,1.35000002,1.39999998,1.54999995,1.45000005,1.45000005,1.45000005,1.45000005,1.75,1.45000005,1.39999998,1.45000005,1.5,1.70000005,2.0999999,2.04999995,2.1500001,2.3499999,2.4000001,2.4000001,2.1500001,2.20000005,2.4000001,2.25,2.3499999,2.3499999,2.3499999,2.29999995,2.20000005,2.25,2.1500001,1.64999998,2.25,1.39999998,1.39999998,1.54999995,1.54999995,1.5,1.45000005,1.25,1.20000005,1.35000002,1.20000005,1.04999995,0.94999999,1.04999995,1.10000002,1.10000002,0.94999999,0.89999998,0.89999998,1.20000005,1.25,1.20000005,1.29999995,1.5,1.75,1.85000002,1.95000005,1.89999998,1.89999998,1.79999995,1.79999995,1.75,1.79999995,1.85000002,1.89999998,2.04999995,2.1500001,1.79999995,1.89999998,2,1.89999998,2,2,2.04999995,2.25,2.1500001,2.04999995,1.89999998,1.95000005,1.95000005,1.89999998,1.85000002,1.85000002,2,1.95000005,1.89999998,1.95000005,1.85000002
End of Day Underlying Price Ask,EOD_UNDERLYING_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.80000019,4.4000001,4.375,4.8499999,4.9000001,4.92500019,5,5.1500001,4.94999981,5.0250001,5.0250001,5,5.19999981,4.94999981,4.9000001,5,5.05000019,5.25,5.6500001,5.55000019,5.57499981,5.875,5.875,5.875,5.67500019,5.7249999,5.94999981,5.80000019,5.80000019,5.8499999,5.8499999,5.75,5.69999981,5.7249999,5.5,4.94999981,4.875,4.875,4.7750001,4.9749999,4.9000001,4.92500019,4.82499981,4.5999999,4.6500001,4.7750001,4.5999999,4.44999981,4.30000019,4.44999981,4.3499999,4.3499999,4.25,4.19999981,4.44999981,4.5999999,4.6500001,4.57499981,4.625,4.9000001,5.125,5.25,5.32499981,5.30000019,5.25,5.1500001,5.07499981,5.07499981,5.125,5.1500001,5.19999981,5.32499981,5.44999981,5.0999999,5.19999981,5.30000019,5.17500019,5.25,5.25,5.3499999,5.5,5.42500019,5.30000019,5.19999981,5.2249999,5.17500019,5.1500001,5.07499981,5.07499981,5.19999981,5.0999999,5.1500001,5.0999999,5.0999999
End of Day Underlying Price Bid,EOD_UNDERLYING_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.2750001,3.2750001,3.2750001,3.5,3.625,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.82500005,3.95000005,3.95000005,3.95000005,3.95000005,3.9000001,3.9000001,4.5,4.75,4.69999981,4.7249999,4.625,4.69999981,4.69999981,4.6500001,4.6500001,4.6500001,4.6500001,4.55000019,4.55000019,4.55000019,4.5,4.5,4.5,4.69999981,4.69999981,4.71460009,4.8499999,4.9749999,4.9749999,4.94999981,4.82499981,4.6500001,4.80000019,4.75,4.75,4.75,4.75,4.5,4.55000019,4.8499999,4.75,4.5999999,4.4749999,4.4749999,4.4000001,4.375,4.8499999,4.9000001,4.92500019,5,5.1500001,4.94999981,5.0250001,5.0250001,5,5.19999981,4.94999981,4.9000001,5,5.05000019,5.25,5.6500001,5.55000019,5.57499981,5.875,5.875,5.875,5.67500019,5.7249999,5.94999981,5.80000019,5.80000019,5.8499999,5.8499999,5.75,5.69999981,5.7249999,5.5,4.94999981,4.875,4.875,4.7750001,4.9749999,4.9000001,4.92500019,4.82499981,4.5999999,4.6500001,4.7750001,4.5999999,4.44999981,4.30000019,4.44999981,4.3499999,4.3499999,4.25,4.19999981,4.44999981,4.5999999,4.6500001,4.57499981,4.625,4.9000001,5.125,5.25,5.32499981,5.30000019,5.25,5.1500001,5.07499981,5.07499981,5.125,5.1500001,5.19999981,5.32499981,5.44999981,5.0999999,5.19999981,5.30000019,5.17500019,5.25,5.25,5.3499999,5.5,5.42500019,5.30000019,5.19999981,5.2249999,5.17500019,5.1500001,5.07499981,5.07499981,5.19999981,5.0999999,5.1500001,5.0999999,5.0999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVT US 08/17/18 C12.5 Equity,Dates,43059,11/21/2017,11/22/2017,11/23/2017,11/24/2017,11/27/2017,11/28/2017,11/29/2017,11/30/2017,12/1/2017,12/4/2017,12/5/2017,12/6/2017,12/7/2017,12/8/2017,12/11/2017,12/12/2017,12/13/2017,12/14/2017,12/15/2017,12/18/2017,12/19/2017,12/20/2017,12/21/2017,12/22/2017,12/25/2017,12/26/2017,12/27/2017,12/28/2017,12/29/2017,1/1/2018,1/2/2018,1/3/2018,1/4/2018,1/5/2018,1/8/2018,1/9/2018,1/10/2018,1/11/2018,1/12/2018,1/15/2018,1/16/2018,1/17/2018,1/18/2018,1/19/2018,1/22/2018,1/23/2018,1/24/2018,1/25/2018,1/26/2018,1/29/2018,1/30/2018,1/31/2018,2/1/2018,2/2/2018,2/5/2018,2/6/2018,2/7/2018,2/8/2018,2/9/2018,2/12/2018,2/13/2018,2/14/2018,2/15/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/26/2018,2/27/2018,2/28/2018,3/1/2018,3/2/2018,3/5/2018,3/6/2018,3/7/2018,3/8/2018,3/9/2018,3/12/2018,3/13/2018,3/14/2018,3/15/2018,3/16/2018,3/19/2018,3/20/2018,3/21/2018,3/22/2018,3/23/2018,3/26/2018,3/27/2018,3/28/2018,3/29/2018,3/30/2018,4/2/2018,4/3/2018,4/4/2018,4/5/2018,4/6/2018,4/9/2018,4/10/2018,4/11/2018,4/12/2018,4/13/2018,4/16/2018,4/17/2018,4/18/2018,4/19/2018,4/20/2018,4/23/2018,4/24/2018,4/25/2018,4/26/2018,4/27/2018,4/30/2018,5/1/2018,5/2/2018,5/3/2018,5/4/2018,5/7/2018,5/8/2018,5/9/2018,5/10/2018,5/11/2018,5/14/2018,5/15/2018,5/16/2018,5/17/2018,5/18/2018,5/21/2018,5/22/2018,5/23/2018,5/24/2018,5/25/2018,5/28/2018,5/29/2018,5/30/2018,5/31/2018,6/1/2018,6/4/2018,6/5/2018,6/6/2018,6/7/2018,6/8/2018,6/11/2018,6/12/2018,6/13/2018,6/14/2018,6/15/2018,6/18/2018,6/19/2018,6/20/2018,6/21/2018,6/22/2018,6/25/2018,6/26/2018,6/27/2018,6/28/2018,6/29/2018,7/2/2018,7/3/2018,7/4/2018,7/5/2018,7/6/2018,7/9/2018,7/10/2018,7/11/2018,7/12/2018,7/13/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/23/2018,7/24/2018,7/25/2018
Implied Volatility Using Ask Price,IVOL_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79.496,85.663,85.336,89.728,64.555,64.555,87.517,79.922,68.69,66.499,66.499,76.982,78.92,83.865,84.947,75.485,84.259,80.608,92.129,88.762,88.762,91.602,88.416,82.34,91.298,84.978,86.618,88.003,90.702,88.082,89.597,94.964,92.16,89.588,82.421,86.646,97.171,103.177,104.168,102.46,91.178,90.525,76.188,97.804,98.507,98.507,80.043,87.792,84.492,82.444,75.442,80.536,69.955,84.97,82.24,89.432,81.314,93.056,89.905,88.454,75.215,63.274,81.308,76.874,78.509,82.069,80.519,91.273,97.094,80.547,78.581,84.13,98.163,87.391,87.391,87.664,87.04,96.666,83.148,96.135,139.694,139.499,95.838,95.099,140.495,80.805,82.421,84.887,82.741,79.398,76.021,82.588,77.187,83.046,84.273,62.96,83.156,93.97,88.748,99.927,96.803,93.944,94.703,96.979,88.801,75.959,93.468,100.879,91.604,91.201,105.172,99.413,100.105,65.753,97.545,97.545,105.26,70.736,101.56,104.12,119.231,93.962,80.376,123.675,97.033,118.07,126.312,89.332,151.922,121.591,237.235,235.264,239.497,240.82,244.89,248.362,288.932,248.601,257.364,251.304,263.105,263.117,263.117,265.436,271.628,281.964,294.662,298.182,297.173,300.554,301.629,319.788,312.485,317.859,334.357,333.558,343.944,344.573
End of Day Option Price Ask,EOD_OPTION_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.39999962,12.19999981,12.39999962,12.30000019,11.19999981,11.19999981,12.10000038,11.80000019,11.19999981,10.69999981,10.69999981,11,10.89999962,11.30000019,11.60000038,10.60000038,10.80000019,10.89999962,12.10000038,12.30000019,12.30000019,11.80000019,11.89999962,11.60000038,12,11.89999962,11.69999981,11.60000038,11.80000019,11.80000019,11.60000038,11.5,10.80000019,10.5,10.19999981,9.89999962,10.10000038,10.39999962,10.30000019,10.5,9.89999962,9.5,9.39999962,10.30000019,10.39999962,10.39999962,9.30000019,9,9.19999981,9.19999981,9.10000038,8.69999981,8.39999962,8.89999962,8.89999962,9,8.89999962,9.10000038,9.10000038,8.89999962,8.5,8.39999962,8.60000038,8.60000038,8.69999981,8.60000038,8,8.5,8.10000038,7.19999981,7.30000019,7.5,8.19999981,8.5,8.5,7.69999981,7.9000001,8.10000038,8.10000038,7.5999999,8.10000038,8.39999962,7,6.80000019,8,6.5999999,6.69999981,6.80000019,6.4000001,6.19999981,6.0999999,6.5999999,6.4000001,6.5999999,6.80000019,6,6.0999999,8,7.19999981,7.80000019,7.69999981,7.5999999,7.5999999,7.5999999,7.69999981,7.4000001,7.5999999,7.5999999,8.10000038,8.10000038,8.39999962,7.80000019,8,8,8.39999962,8.39999962,8.60000038,8.39999962,8.19999981,8.5,9.30000019,8.89999962,9,9.60000038,9.39999962,9.69999981,9.69999981,9.30000019,10.10000038,9.89999962,12,12.19999981,12.19999981,12.39999962,12.19999981,12.19999981,13,11.60000038,11.80000019,11.60000038,11.60000038,11.39999962,11.39999962,11.39999962,11.60000038,11.60000038,12,11.80000019,11.39999962,11.60000038,11.19999981,11.19999981,11,11,11,10.80000019,10.39999962,10.39999962
End of Day Option Price Bid,EOD_OPTION_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.19999981,10.39999962,10.60000038,10.39999962,10.39999962,10.39999962,10.19999981,10,10.19999981,9.5,9.5,9.39999962,9.19999981,9.69999981,9.69999981,9.30000019,9.10000038,9.30000019,10.5,10.60000038,10.60000038,10,10.19999981,10,10.80000019,10.39999962,10.39999962,10.30000019,10.30000019,10.10000038,10.30000019,10.30000019,9.39999962,9.30000019,8.60000038,8.10000038,7.5,7.69999981,7.5999999,7.9000001,7.5,7.69999981,8.19999981,8,8.10000038,8.10000038,7.69999981,7.30000019,7.69999981,7.5999999,7.69999981,7.0999999,7.5999999,7.30000019,7.4000001,7.30000019,7.5999999,7.5,7.69999981,7.5,7.30000019,7.69999981,7.0999999,7.4000001,7.30000019,7.19999981,6.9000001,6.80000019,5.69999981,5.5999999,5.80000019,5.9000001,5.9000001,6.9000001,6.9000001,6.0999999,5.9000001,6.19999981,6.5999999,5.5,6.19999981,3.5999999,4.5,4.30000019,3.0999999,5.0999999,5.19999981,5.30000019,4.80000019,4.80000019,4.69999981,5.5,5.5999999,5.4000001,5.4000001,5.19999981,4.5999999,6.69999981,5.69999981,6.19999981,6.30000019,6.19999981,6.0999999,6.19999981,6.69999981,6.9000001,6.5,6.30000019,7,7,7.30000019,6.5,7.0999999,7.0999999,7.30000019,7.30000019,7.80000019,7.9000001,7.4000001,7.19999981,7.80000019,8,8.60000038,8.5,8.80000019,8.60000038,8.80000019,8.80000019,8.69999981,9.10000038,8.89999962,9.5,9.19999981,7.5,9.10000038,9.30000019,9.30000019,8.80000019,8.80000019,8.80000019,8.5,8.69999981,8.69999981,8,8.30000019,9,8.89999962,8.60000038,8.39999962,8.39999962,7.80000019,8.10000038,7.69999981,7.80000019,7.5999999,7.9000001,7.30000019,7.19999981
End of Day Underlying Price Ask,EOD_UNDERLYING_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.10000038,23.64999962,23.89999962,23.625,23.25,23.25,23.52499962,23.47500038,23.20000076,22.70000076,22.70000076,22.72500038,22.52499962,22.85000038,23.14999962,22.375,22.29999924,22.60000038,23.60000038,23.89999962,23.89999962,23.20000076,23.45000076,23.32500076,23.5,23.60000038,23.35000038,23.20000076,23.35000038,23.45000076,23.22500038,22.97500038,22.25,21.97500038,21.89999962,21.45000076,21.29999924,21.45000076,21.29999924,21.60000038,21.39999962,20.89999962,21.27499962,21.60000038,21.70000076,21.70000076,21.10000038,20.5,20.875,20.95000076,21.02499962,20.39999962,20.42499924,20.60000038,20.70000076,20.625,20.75,20.70000076,20.77499962,20.60000038,20.5,20.54999924,20.32500076,20.45000076,20.52499962,20.29999924,19.625,19.95000076,19.25,18.75,19,19.07500076,19.47500038,20.17499924,20.17499924,19.25,19.54999924,19.5,19.95000076,19,18.04999924,18.45000076,18.27499962,18.07500076,17.97500038,18.32500076,18.39999962,18.45000076,18.04999924,17.89999962,17.89999962,18.29999924,18.25,18.35000038,18.54999924,18.14999962,17.79999924,19.79999924,19,19.45000076,19.45000076,19.39999962,19.39999962,19.35000038,19.67499924,19.625,19.5,19.35000038,20.14999962,20.17499924,20.29999924,19.52499962,19.75,20.29999924,20.27499962,20.27499962,20.39999962,20.70000076,20.04999924,20.35000038,21,21,21.27499962,21.29999924,21.52499962,21.57500076,21.45000076,21.54999924,21.45000076,21.79999924,21.875,22.20000076,22.14999962,22.39999962,22.125,22.20000076,22.29999924,21.60000038,21.70000076,21.64999962,21.57500076,21.39999962,21.39999962,21.47500038,21.64999962,21.64999962,21.95000076,21.72500038,21.35000038,21.60000038,21.35000038,21.125,21.10000038,21.10000038,20.92499924,21,20.47500038,20.57500076
End of Day Underlying Price Bid,EOD_UNDERLYING_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.10000038,23.64999962,23.89999962,23.625,23.25,23.25,23.52499962,23.47500038,23.20000076,22.70000076,22.70000076,22.72500038,22.52499962,22.85000038,23.14999962,22.375,22.29999924,22.60000038,23.60000038,23.89999962,23.89999962,23.20000076,23.45000076,23.32500076,23.5,23.60000038,23.35000038,23.20000076,23.35000038,23.45000076,23.22500038,22.97500038,22.25,21.97500038,21.89999962,21.45000076,21.29999924,21.45000076,21.29999924,21.60000038,21.39999962,20.89999962,21.27499962,21.60000038,21.70000076,21.70000076,21.10000038,20.5,20.875,20.95000076,21.02499962,20.39999962,20.42499924,20.60000038,20.70000076,20.625,20.75,20.70000076,20.77499962,20.60000038,20.5,20.54999924,20.32500076,20.45000076,20.52499962,20.29999924,19.625,19.95000076,19.25,18.75,19,19.07500076,19.47500038,20.17499924,20.17499924,19.25,19.54999924,19.5,19.95000076,19,18.04999924,18.45000076,18.27499962,18.07500076,17.97500038,18.32500076,18.39999962,18.45000076,18.04999924,17.89999962,17.89999962,18.29999924,18.25,18.35000038,18.54999924,18.14999962,17.79999924,19.79999924,19,19.45000076,19.45000076,19.39999962,19.39999962,19.35000038,19.67499924,19.625,19.5,19.35000038,20.14999962,20.17499924,20.29999924,19.52499962,19.75,20.29999924,20.27499962,20.27499962,20.39999962,20.70000076,20.04999924,20.35000038,21,21,21.27499962,21.29999924,21.52499962,21.57500076,21.45000076,21.54999924,21.45000076,21.79999924,21.875,22.20000076,22.14999962,22.39999962,22.125,22.20000076,22.29999924,21.60000038,21.70000076,21.64999962,21.57500076,21.39999962,21.39999962,21.47500038,21.64999962,21.64999962,21.95000076,21.72500038,21.35000038,21.60000038,21.35000038,21.125,21.10000038,21.10000038,20.92499924,21,20.47500038,20.57500076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA US 08/17/18 C38 Equity,Dates,43059,11/21/2017,11/22/2017,11/23/2017,11/24/2017,11/27/2017,11/28/2017,11/29/2017,11/30/2017,12/1/2017,12/4/2017,12/5/2017,12/6/2017,12/7/2017,12/8/2017,12/11/2017,12/12/2017,12/13/2017,12/14/2017,12/15/2017,12/18/2017,12/19/2017,12/20/2017,12/21/2017,12/22/2017,12/25/2017,12/26/2017,12/27/2017,12/28/2017,12/29/2017,1/1/2018,1/2/2018,1/3/2018,1/4/2018,1/5/2018,1/8/2018,1/9/2018,1/10/2018,1/11/2018,1/12/2018,1/15/2018,1/16/2018,1/17/2018,1/18/2018,1/19/2018,1/22/2018,1/23/2018,1/24/2018,1/25/2018,1/26/2018,1/29/2018,1/30/2018,1/31/2018,2/1/2018,2/2/2018,2/5/2018,2/6/2018,2/7/2018,2/8/2018,2/9/2018,2/12/2018,2/13/2018,2/14/2018,2/15/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/26/2018,2/27/2018,2/28/2018,3/1/2018,3/2/2018,3/5/2018,3/6/2018,3/7/2018,3/8/2018,3/9/2018,3/12/2018,3/13/2018,3/14/2018,3/15/2018,3/16/2018,3/19/2018,3/20/2018,3/21/2018,3/22/2018,3/23/2018,3/26/2018,3/27/2018,3/28/2018,3/29/2018,3/30/2018,4/2/2018,4/3/2018,4/4/2018,4/5/2018,4/6/2018,4/9/2018,4/10/2018,4/11/2018,4/12/2018,4/13/2018,4/16/2018,4/17/2018,4/18/2018,4/19/2018,4/20/2018,4/23/2018,4/24/2018,4/25/2018,4/26/2018,4/27/2018,4/30/2018,5/1/2018,5/2/2018,5/3/2018,5/4/2018,5/7/2018,5/8/2018,5/9/2018,5/10/2018,5/11/2018,5/14/2018,5/15/2018,5/16/2018,5/17/2018,5/18/2018,5/21/2018,5/22/2018,5/23/2018,5/24/2018,5/25/2018,5/28/2018,5/29/2018,5/30/2018,5/31/2018,6/1/2018,6/4/2018,6/5/2018,6/6/2018,6/7/2018,6/8/2018,6/11/2018,6/12/2018,6/13/2018,6/14/2018,6/15/2018,6/18/2018,6/19/2018,6/20/2018,6/21/2018,6/22/2018,6/25/2018,6/26/2018,6/27/2018,6/28/2018,6/29/2018,7/2/2018,7/3/2018,7/4/2018,7/5/2018,7/6/2018,7/9/2018,7/10/2018,7/11/2018,7/12/2018,7/13/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/23/2018,7/24/2018,7/25/2018
Implied Volatility Using Ask Price,IVOL_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.053,41.582,41.276,41.376,43.09,43.575,43.12,42.614,41.779,43.013,42.212,42.497,42.497,40.168,39.406,38.728,38.426,41.6,38.125,40.269,38.767,37.771,40.418,40.275,40.637,39.324,40.897,33.002
