Start Date,11/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Day Option Price Bid,EOD_OPTION_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.2,0.25,0.34999999,0.34999999,0.2,0.2,0.30000001,0.05,0.1,0.2,0.2,0.05,0.05,0.05,0.25,0.25,0.05,0.1,0.05,0.05,0.05,0.1,0.2,0.2,0.05,0.05,0.15000001,0.15000001,0.1,0.05,0.25,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.05,0.1,0.75,0.15000001,0.15000001,0.64999998,0.44999999,0.44999999,0.44999999,0.40000001,0.34999999,0.34999999,0.30000001,0.05,0.2,0.25,0.25,0.25,0.30000001,0.1,0.30000001,0.1,0.2,0.2,0.15000001,0.15000001,0.15000001,0.15000001,0.15000001,0.1,0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
End of Day Underlying Price Ask,EOD_UNDERLYING_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.25,6.42999983,6.36000013,6.23999977,6.13000011,6.13000011,6,5.82000017,6.17999983,5.9000001,5.9000001,6.21000004,6.63000011,6.71999979,6.51000023,6.48000002,6.48000002,6.57000017,6.32999992,6.59000015,6.59000015,6.48000002,6.73000002,6.42000008,6.5999999,6.5999999,6.55000019,6.57989979,6.71999979,6.59000015,6.71000004,6.55999994,6.1500001,6.15999985,6.07999992,5.9000001,5.76000023,5.76000023,5.82000017,6.59000015,6.86999989,7.57999992,7.19000006,7.96999979,7.76999998,7.76999998,7.8499999,7.53999996,7.0999999,7.19000006,7.11999989,6.90999985,6.80999994,6.82999992,6.25,6.3499999,6.48999977,6.54500008,6.55000019,6.8499999,6.80999994,6.86999989,6.5802002,6.53000021,6.46000004,6.32999992,6.26000023,6.51999998,6.0250001,5.92000008,5.84000015,6.03000021,5.96999979,5.8499999,5.8499999,5.55000019,5.6500001,5.90999985,6.03999996,5.92999983,5.82999992,6.25,5.98999977,6.05000019,5.9000001,6.15999985,6.21000004,6.13000011,5.92500019,6.0999999,6.1500001,5.96000004,6.03000021,5.96000004,5.98999977,5.92000008,6.03999996,5.88000011,6.21999979,5.73999977,5.55499983,5.46000004,5.57000017,5.57000017,5.73000002,5.53000021,5.48500013,5.78999996,5.76999998,5.75,5.73000002,5.78000021,5.65999985,5.69999981,5.71000004,5.71000004,5.8499999,5.78999996,5.57000017,5.55999994,5.55999994,5.57000017,5.53000021,5.53999996,5.31500006,5.05999994,5.01000023,5.1500001,5.04500008,4.90999985,4.8499999,4.9749999,5.51999998,5.21999979,5.69000006,5.42999983,5.65999985,5.69999981,5.9000001,5.96000004,5.9000001,6.03999996,6.03999996,6.05999994,6.05000019,6.09000015,6.03999996,6.11999989,6.48000002,6.55999994,6.36999989,6.32499981,6.38000011,6.26000023,6.53000021,6.55000019,6.3499999,6.71000004
End of Day Underlying Price Bid,EOD_UNDERLYING_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.25,6.42999983,6.36000013,6.23999977,6.13000011,6.13000011,6,5.82000017,6.17999983,5.9000001,5.9000001,6.21000004,6.63000011,6.71999979,6.51000023,6.48000002,6.48000002,6.57000017,6.32999992,6.59000015,6.59000015,6.48000002,6.73000002,6.42000008,6.5999999,6.5999999,6.55000019,6.57989979,6.71999979,6.59000015,6.71000004,6.55999994,6.1500001,6.15999985,6.07999992,5.9000001,5.9000001,5.76000023,5.76000023,5.76000023,6.86999989,7.57999992,7.19000006,7.96999979,7.76999998,7.76999998,7.8499999,7.53999996,7.0999999,7.19000006,7.11999989,6.90999985,6.80999994,6.82999992,6.25,6.3499999,6.48999977,6.54500008,6.55000019,6.8499999,6.80999994,6.86999989,6.5802002,6.53000021,6.46000004,6.32999992,6.26000023,6.51999998,6.0250001,5.92000008,5.84000015,6.03000021,5.96999979,5.8499999,5.8499999,5.55000019,5.55000019,5.55000019,6.03999996,6.03999996,6.03999996,6.03999996,5.98999977,6.05000019,6.05000019,6.15999985,6.21000004,6.13000011,6.13000011,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999,6.0999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIC US 08/17/18 C15 Equity,Dates,43059,11/21/2017,11/22/2017,11/23/2017,11/24/2017,11/27/2017,11/28/2017,11/29/2017,11/30/2017,12/1/2017,12/4/2017,12/5/2017,12/6/2017,12/7/2017,12/8/2017,12/11/2017,12/12/2017,12/13/2017,12/14/2017,12/15/2017,12/18/2017,12/19/2017,12/20/2017,12/21/2017,12/22/2017,12/25/2017,12/26/2017,12/27/2017,12/28/2017,12/29/2017,1/1/2018,1/2/2018,1/3/2018,1/4/2018,1/5/2018,1/8/2018,1/9/2018,1/10/2018,1/11/2018,1/12/2018,1/15/2018,1/16/2018,1/17/2018,1/18/2018,1/19/2018,1/22/2018,1/23/2018,1/24/2018,1/25/2018,1/26/2018,1/29/2018,1/30/2018,1/31/2018,2/1/2018,2/2/2018,2/5/2018,2/6/2018,2/7/2018,2/8/2018,2/9/2018,2/12/2018,2/13/2018,2/14/2018,2/15/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/26/2018,2/27/2018,2/28/2018,3/1/2018,3/2/2018,3/5/2018,3/6/2018,3/7/2018,3/8/2018,3/9/2018,3/12/2018,3/13/2018,3/14/2018,3/15/2018,3/16/2018,3/19/2018,3/20/2018,3/21/2018,3/22/2018,3/23/2018,3/26/2018,3/27/2018,3/28/2018,3/29/2018,3/30/2018,4/2/2018,4/3/2018,4/4/2018,4/5/2018,4/6/2018,4/9/2018,4/10/2018,4/11/2018,4/12/2018,4/13/2018,4/16/2018,4/17/2018,4/18/2018,4/19/2018,4/20/2018,4/23/2018,4/24/2018,4/25/2018,4/26/2018,4/27/2018,4/30/2018,5/1/2018,5/2/2018,5/3/2018,5/4/2018,5/7/2018,5/8/2018,5/9/2018,5/10/2018,5/11/2018,5/14/2018,5/15/2018,5/16/2018,5/17/2018,5/18/2018,5/21/2018,5/22/2018,5/23/2018,5/24/2018,5/25/2018,5/28/2018,5/29/2018,5/30/2018,5/31/2018,6/1/2018,6/4/2018,6/5/2018,6/6/2018,6/7/2018,6/8/2018,6/11/2018,6/12/2018,6/13/2018,6/14/2018,6/15/2018,6/18/2018,6/19/2018,6/20/2018,6/21/2018,6/22/2018,6/25/2018,6/26/2018,6/27/2018,6/28/2018,6/29/2018,7/2/2018,7/3/2018,7/4/2018,7/5/2018,7/6/2018,7/9/2018,7/10/2018,7/11/2018,7/12/2018,7/13/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/23/2018,7/24/2018,7/25/2018
Implied Volatility Using Ask Price,IVOL_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.319,79.138,74.923,66.388,79.933,79.933,77.273,78.428,72.701,77.864,77.864,70.182,80.365,77.705,71.919,78.334,83.135,78.765,90.57,85.646,85.646,86.744,88.776,86.871,89.518,84.875,88.37,87.484,80.335,83.243,84.855,82.39,85.562,81.354,83.163,81.824,91.875,83.627,84.655,70.723,79.25,80.283,82.533,79.889,74.771,74.771,80.194,89.91,75.705,67.881,69.018,74.831,73.909,76.081,71.186,75.57,68.334,74.006,68.262,66.087,75.924,79.17,75.066,87.326,81.892,74.634,93.853,93.245,93.084,90.339,72.331,93.181,81.959,94.299,94.299,82.257,81.611,92.985,70.676,94.814,155.519,124.347,111.653,100.948,160.133,100.435,91.325,96.251,84.069,94.773,91.905,107.408,89.715,87.32,97.123,99.513,84.104,104.803,100.678,102.16,99.632,88.648,92.688,102.145,111.231,104.161,106.062,109.998,113.469,119.524,119.084,127.145,123.112,125.208,124.955,124.955,116.794,123.282,120.161,114.065,122.213,119.75,124.906,145.497,122.229,127.743,125.304,119.087,140.269,159.923,239.669,237.988,256.112,242.544,251.843,269.636,271.087,273.33,264.658,272.864,258.431,285.785,285.785,285.657,284.566,283.059,301.932,317.198,313.661,296.515,323.557,328.265,329.677,333.284,341.316,358.546,361.85,366.211
End of Day Option Price Ask,EOD_OPTION_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.10000038,14,13.60000038,13.69999981,13.89999962,13.89999962,13.5,13.5,13.5,13.5,13.5,13.5,13.60000038,13.5,13.5,13.60000038,13.89999962,14.10000038,14.89999962,14.69999981,14.69999981,14.69999981,14.89999962,14.5,15,14.69999981,15.30000019,14.80000019,14,14.10000038,14,13.89999962,14.19999981,14.39999962,14.10000038,13.19999981,13.10000038,12.69999981,12.5,12.30000019,12.5,12.60000038,12.69999981,13,13.10000038,13.10000038,12.89999962,13.30000019,12.60000038,12.60000038,12.69999981,12.5,12.19999981,12.39999962,12.80000019,13.10000038,13.19999981,13.60000038,13.39999962,13.69999981,14,13.89999962,13.60000038,13.89999962,13.89999962,13.89999962,14,14,13.30000019,12.5,12.69999981,12.80000019,12.89999962,12.89999962,12.89999962,12.19999981,12.60000038,13.19999981,12.80000019,12.89999962,14.80000019,14,13.39999962,13.39999962,14.89999962,13.19999981,12.89999962,12.89999962,12.89999962,13.10000038,13,13.60000038,11.60000038,11.60000038,12,11.80000019,11.39999962,11.69999981,11.10000038,11.30000019,11.30000019,11.30000019,11.5,11.69999981,11.89999962,11.60000038,11.80000019,12.10000038,12.39999962,12.80000019,13.10000038,13.19999981,12.89999962,12.80000019,12.80000019,12.80000019,12.30000019,12.80000019,12.39999962,12.60000038,12.89999962,12.80000019,13.10000038,13.60000038,13,12.69999981,12.30000019,12.10000038,12.5,12.89999962,15,15.5,16,15.5,15.5,15.5,15.5,15,14.5,14.5,14.5,15,15,15,15,15,14.89999962,15,14.5,14,14.5,14.5,14.5,14.5,14.5,14.5,14,14
End of Day Option Price Bid,EOD_OPTION_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.89999962,12.39999962,12.19999981,12.5,12.39999962,12.39999962,11.5,12,11.80000019,11.89999962,11.89999962,12.39999962,11.69999981,11.69999981,12,12,12.10000038,12.39999962,12.89999962,12.89999962,12.89999962,12.89999962,13.10000038,12.69999981,13.10000038,13,13.5,12.89999962,12.19999981,12.30000019,12.19999981,12.19999981,12.30000019,12.80000019,12.30000019,11.60000038,10.5,11.10000038,11,11.10000038,11.19999981,11.30000019,11.5,11.80000019,12,12,11.80000019,11.89999962,11.69999981,11.89999962,12.10000038,11.69999981,11.39999962,11.69999981,12.19999981,12.5,12.60000038,12.89999962,12.89999962,13.19999981,13.39999962,13.10000038,13,12.5,12.69999981,12.80000019,12.89999962,12.60000038,11.80000019,10.89999962,11.60000038,11.80000019,11.5,12,12,11.10000038,11.10000038,11.5,11.80000019,11,10,9.5,11,11.19999981,10,11.60000038,11.89999962,11.69999981,11.80000019,11.89999962,11.89999962,12.10000038,10.69999981,10.39999962,10.69999981,10.69999981,10.39999962,10.10000038,10.10000038,10.10000038,10.10000038,10.30000019,10.5,10.30000019,10.30000019,10.30000019,10.5,10.60000038,11.10000038,11.39999962,11.69999981,11.69999981,11.5,11.39999962,11.39999962,11.39999962,11.19999981,11.39999962,11.10000038,11.39999962,11.5,11.5,11.80000019,12,11.69999981,11.30000019,10.89999962,10.89999962,10.80000019,10.89999962,11.30000019,12,12.19999981,10.5,11.80000019,11.5,11.60000038,11,10.69999981,10.5,11,11.10000038,11.10000038,11,11,11.39999962,10.89999962,11.10000038,10.69999981,10.19999981,10.5,10.80000019,10.69999981,10.60000038,10.69999981,10.89999962,10.19999981,10.19999981
End of Day Underlying Price Ask,EOD_UNDERLYING_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.19000053,27.97999954,27.71999931,28.15999985,27.86000061,27.86000061,27.55999947,27.54999924,27.73999977,27.51000023,27.51000023,27.82999992,27.55500031,27.55999947,27.80999947,27.70000076,27.95999908,28.31999969,28.79000092,28.77000046,28.77000046,28.69000053,28.87999916,28.47999954,29.03000069,28.875,29.35000038,28.73999977,28.14999962,28.15999985,28.02000046,27.97999954,28.20000076,28.61000061,28.19000053,27.27499962,26.77499962,26.81999969,26.53000069,26.79999924,26.84000015,26.89999962,26.87000084,27.30500031,27.60499954,27.60499954,27.18000031,27.37000084,27.06999969,27.29999924,27.41500092,27.01000023,26.70999908,26.90500069,27.5,27.76000023,28.04000092,28.34000015,28.03000069,28.39500046,28.52499962,28.34000015,28.12999916,28.14999962,28.30999947,28.5,28.10000038,28.12999916,27.37000084,26.59000015,27.31999969,26.87999916,27.32999992,26.97999954,26.97999954,26.60000038,27.05999947,27.42000008,27.51499939,27.04999924,27.05999947,27.37999916,27.14999962,27.5,27.09000015,27.35000038,27.27000046,27.14999962,27.45999908,27.43000031,27.42000008,27.70000076,25.97999954,26.04000092,26.27000046,26,25.95999908,25.77000046,25.21999931,25.44000053,25.55999947,25.85000038,26,26.01000023,26.01000023,25.90999985,26.10000038,26.35000038,26.70999908,27.02000046,27.42000008,27.35000038,27.13999939,27.10000038,27.07999992,27.07999992,26.61000061,27.03000069,26.68000031,27.04999924,27.26000023,27.21999931,27.45999908,27.56999969,27.24139977,26.86000061,26.48999977,26.40999985,26.44000053,26.45999908,26.87999916,27.55999947,27.70000076,27.54999924,27.36000061,27.07999992,27.11000061,26.54000092,26.25,26.11000061,26.68000031,26.67000008,26.67000008,26.82999992,26.93499947,27.20999908,26.76000023,26.62999916,26.21999931,26.10000038,26.40999985,26.42000008,26.5,26.54000092,26.5,26.54999924,26.04000092,26.04000092
End of Day Underlying Price Bid,EOD_UNDERLYING_PRICE_BID,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.19000053,27.97999954,27.71999931,28.15999985,27.86000061,27.86000061,27.55999947,27.54999924,27.73999977,27.51000023,27.51000023,27.82999992,27.55500031,27.55999947,27.80999947,27.70000076,27.95999908,28.31999969,28.79000092,28.77000046,28.77000046,28.69000053,28.87999916,28.47999954,29.03000069,28.875,29.35000038,28.73999977,28.14999962,28.15999985,28.02000046,27.97999954,28.20000076,28.61000061,28.19000053,27.27499962,26.77499962,26.81999969,26.53000069,26.79999924,26.84000015,26.89999962,26.87000084,27.30500031,27.60499954,27.60499954,27.18000031,27.37000084,27.06999969,27.29999924,27.41500092,27.01000023,26.70999908,26.90500069,27.5,27.76000023,28.04000092,28.34000015,28.03000069,28.39500046,28.52499962,28.34000015,28.12999916,28.14999962,28.30999947,28.5,28.10000038,28.12999916,27.37000084,26.59000015,27.31999969,26.87999916,27.32999992,26.97999954,26.97999954,26.60000038,27.05999947,27.42000008,27.51499939,27.04999924,27.05999947,27.37999916,27.14999962,27.5,27.09000015,27.35000038,27.27000046,27.14999962,27.45999908,27.43000031,27.42000008,27.70000076,25.97999954,26.04000092,26.27000046,26,25.95999908,25.77000046,25.21999931,25.44000053,25.55999947,25.85000038,26,26.01000023,26.01000023,25.90999985,26.10000038,26.35000038,26.70999908,27.02000046,27.42000008,27.35000038,27.13999939,27.10000038,27.07999992,27.07999992,26.61000061,27.03000069,26.68000031,27.04999924,27.26000023,27.21999931,27.45999908,27.56999969,27.24139977,26.86000061,26.48999977,26.40999985,26.44000053,26.45999908,26.87999916,27.55999947,27.70000076,27.54999924,27.36000061,27.07999992,27.11000061,26.54000092,26.25,26.11000061,26.68000031,26.67000008,26.67000008,26.82999992,26.93499947,27.20999908,26.76000023,26.62999916,26.21999931,26.10000038,26.40999985,26.42000008,26.5,26.54000092,26.5,26.54999924,26.04000092,26.04000092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNB US 08/17/18 C10 Equity,Dates,43059,11/21/2017,11/22/2017,11/23/2017,11/24/2017,11/27/2017,11/28/2017,11/29/2017,11/30/2017,12/1/2017,12/4/2017,12/5/2017,12/6/2017,12/7/2017,12/8/2017,12/11/2017,12/12/2017,12/13/2017,12/14/2017,12/15/2017,12/18/2017,12/19/2017,12/20/2017,12/21/2017,12/22/2017,12/25/2017,12/26/2017,12/27/2017,12/28/2017,12/29/2017,1/1/2018,1/2/2018,1/3/2018,1/4/2018,1/5/2018,1/8/2018,1/9/2018,1/10/2018,1/11/2018,1/12/2018,1/15/2018,1/16/2018,1/17/2018,1/18/2018,1/19/2018,1/22/2018,1/23/2018,1/24/2018,1/25/2018,1/26/2018,1/29/2018,1/30/2018,1/31/2018,2/1/2018,2/2/2018,2/5/2018,2/6/2018,2/7/2018,2/8/2018,2/9/2018,2/12/2018,2/13/2018,2/14/2018,2/15/2018,2/16/2018,2/19/2018,2/20/2018,2/21/2018,2/22/2018,2/23/2018,2/26/2018,2/27/2018,2/28/2018,3/1/2018,3/2/2018,3/5/2018,3/6/2018,3/7/2018,3/8/2018,3/9/2018,3/12/2018,3/13/2018,3/14/2018,3/15/2018,3/16/2018,3/19/2018,3/20/2018,3/21/2018,3/22/2018,3/23/2018,3/26/2018,3/27/2018,3/28/2018,3/29/2018,3/30/2018,4/2/2018,4/3/2018,4/4/2018,4/5/2018,4/6/2018,4/9/2018,4/10/2018,4/11/2018,4/12/2018,4/13/2018,4/16/2018,4/17/2018,4/18/2018,4/19/2018,4/20/2018,4/23/2018,4/24/2018,4/25/2018,4/26/2018,4/27/2018,4/30/2018,5/1/2018,5/2/2018,5/3/2018,5/4/2018,5/7/2018,5/8/2018,5/9/2018,5/10/2018,5/11/2018,5/14/2018,5/15/2018,5/16/2018,5/17/2018,5/18/2018,5/21/2018,5/22/2018,5/23/2018,5/24/2018,5/25/2018,5/28/2018,5/29/2018,5/30/2018,5/31/2018,6/1/2018,6/4/2018,6/5/2018,6/6/2018,6/7/2018,6/8/2018,6/11/2018,6/12/2018,6/13/2018,6/14/2018,6/15/2018,6/18/2018,6/19/2018,6/20/2018,6/21/2018,6/22/2018,6/25/2018,6/26/2018,6/27/2018,6/28/2018,6/29/2018,7/2/2018,7/3/2018,7/4/2018,7/5/2018,7/6/2018,7/9/2018,7/10/2018,7/11/2018,7/12/2018,7/13/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/23/2018,7/24/2018,7/25/2018
Implied Volatility Using Ask Price,IVOL_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50.95,63.87,50.877,54.635,51.233,51.233,56.713,55.695,61.097,54.085,54.085,63.237,52.333,53.498,49.461,65.369,65.842,39.528,66.225,68.505,68.505,43.636,59.898,61.713,64.002,70.034,71.894,68.58,66.336,69.584,68.756,66.287,74.255,60.651,73.949,69.506,75.473,68.739,73.788,81.939,68.728,50.642,64.542,59.942,72.094,72.094,63.052,62.716,64.939,60.402,74.737,49.065,64.441,62.889,61.966,65.951,70.038,62.881,66.892,66.547,67.766,69.956,72.64,58.799,57.893,76.831,70.42,74.661,69.089,62.534,65.556,62.488,71.219,67.18,67.18,61.188,63.674,60.871,65.705,60.845,85.049,95.869,99.97,71.201,105.295,73.561,68.625,70.724,67.026,62.344,75.154,71.553,54.583,61.272,65.39,68.203,72.121,65.382,51.179,73.841,56.495,74.233,72.929,64.971,81.949,85.748,78.344,74.113,72.47,64.689,57.842,68.407,79.374,77.919,57.005,57.005,72.689,69.63,90.754,50.198,83.92,57.047,86.946,105.149,60.327,69.564,70.006,66.629,81.115,125.817,67.199,122.16,73.943,200.3,118.557,78.376,76.66,71.77,123.839,96.11,97.044,96.598,96.598,93.409,114.207,97.333,80.464,104.734,90.701,130.667,147.251,96.54,109.527,90.7,101.317,146.734,125.949,108.33
End of Day Option Price Ask,EOD_OPTION_PRICE_ASK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5999999,4.9000001,4.4000001,4.80000019,4.69999981,4.69999981,4.69999981,4.5,4.69999981,4.4000001,4.4000001,4.5999999,4.30000019,4.4000001,4.4000001,4.80000019,4.9000001,4.4000001,5.19999981,5.30000019,5.30000019,4.5,4.9000001,4.80000019,5,5.30000019,5.30000019,5.19999981,5.0999999,5.0999999,5.0999999,5,5.19999981,5,5.30000019,4.69999981,4.9000001,4.9000001,4.5999999,4.9000001,4.5999999,4.19999981,4.80000019,4.69999981,5.19999981,5.19999981,4.9000001,4.9000001,4.80000019,4.9000001,5.30000019,4.5999999,4.5999999,4.5,4.69999981,5,5.30000019,5.19999981,5.0999999,5.30000019,5.30000019,5.30000019,5.0999999,4.80000019,4.80000019,5.0999999,5,5,4.4000001,3.79999995,4.0999999,3.79999995,4.0999999,4.0999999,4.0999999,3.70000005,3.9000001,4,4.0999999,3.70000005,4.19999981,4.5999999,4.5999999,4.0999999,4.69999981,4,3.70000005,3.70000005,3.79999995,3.70000005,3.9000001,3.70000005,3.4000001,3.5,3.70000005,3.5,3.5999999,3.4000001,3,3.5,3.29999995,3.70000005,3.79999995,3.70000005,4,4.0999999,4,4,4,3.79999995,3.79999995,4,4.0999999,4,3.70000005,3.70000005,3.70000005,3.79999995,4,3.5999999,4.0999999,3.79999995,4.5,4.80000019,4.30000019,4.19999981,4.0999999,4.0999999,4.19999981,4.80000019,4.0999999,4.9000001,4.30000019,6,4.69999981,4.0999999,4,3.79999995,4.4000001,3.9000001,3.9000001,3.9000001,3.9000001,3.79999995,4.0999999,4.0999999,3.79999995,3.9000001,3.70000005,3.9000001,4.0999999,3.5999999,3.79999995,3.70000005,3.79999995,4.30000019,3.5,3.5
